Strategy report
Symbol: /NQ:XCME
Work Time: 10/15/23, 5:00 PM - 10/20/23, 3:58 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;A(15125|15136.25|15121.5|15136.25|15130.4|210);Buy to Open;0;0.0;$1.00;10/15/23, 5:00 PM;;$0.00;0.0;
2;A(15136.25|15140.5|15130.25|15137.5|15136.11|217);Buy to Open;0;0.0;$1.00;10/15/23, 5:00 PM;;$0.00;0.0;
3;A(15137.5|15139.25|15131.75|15133|15135.15|250);Buy to Open;0;0.0;$1.00;10/15/23, 5:00 PM;;$0.00;0.0;
4;A(15132.75|15136.25|15132|15135.75|15134.27|277);Buy to Open;0;0.0;$1.00;10/15/23, 5:01 PM;;$0.00;0.0;
5;A(15135.25|15141|15133.25|15141|15136.93|217);Buy to Open;0;0.0;$1.00;10/15/23, 5:02 PM;;$0.00;0.0;
6;A(15141.25|15149|15140.5|15147.75|15144.82|238);Buy to Open;0;0.0;$1.00;10/15/23, 5:02 PM;;$0.00;0.0;
7;A(15147.75|15148.75|15141.25|15148|15145.38|234);Buy to Open;0;0.0;$1.00;10/15/23, 5:03 PM;;$0.00;0.0;
8;A(15148|15156.25|15148|15155.5|15151.9|264);Buy to Open;0;0.0;$1.00;10/15/23, 5:04 PM;;$0.00;0.0;
9;A(15156|15157.5|15149.25|15154.75|15153.89|255);Buy to Open;0;0.0;$1.00;10/15/23, 5:04 PM;;$0.00;0.0;
10;A(15155|15158|15148|15148|15153.57|220);Buy to Open;0;0.0;$1.00;10/15/23, 5:05 PM;;$0.00;0.0;
11;A(15148|15148.75|15143.25|15143.75|15146.53|221);Buy to Open;0;0.0;$1.00;10/15/23, 5:05 PM;;$0.00;0.0;
12;A(15143.75|15152.5|15143.25|15152.25|15147.08|213);Buy to Open;0;0.0;$1.00;10/15/23, 5:06 PM;;$0.00;0.0;
13;A(15152.5|15155.75|15149|15155.25|15152.49|219);Buy to Open;0;0.0;$1.00;10/15/23, 5:08 PM;;$0.00;0.0;
14;A(15155.25|15156.25|15151.75|15152.5|15153.99|217);Buy to Open;0;0.0;$1.00;10/15/23, 5:09 PM;;$0.00;0.0;
15;A(15152.5|15157|15151.5|15154|15154.18|232);Buy to Open;0;0.0;$1.00;10/15/23, 5:11 PM;;$0.00;0.0;
16;A(15154.5|15157|15152.5|15153|15154.35|229);Buy to Open;0;0.0;$1.00;10/15/23, 5:13 PM;;$0.00;0.0;
17;A(15153|15155.75|15151.25|15154|15153.54|234);Buy to Open;0;0.0;$1.00;10/15/23, 5:17 PM;;$0.00;0.0;
18;A(15154.25|15157|15153|15155|15155.38|242);Buy to Open;0;0.0;$1.00;10/15/23, 5:20 PM;;$0.00;0.0;
19;A(15155|15161|15152.75|15159.75|15156.9|222);Buy to Open;0;0.0;$1.00;10/15/23, 5:24 PM;;$0.00;0.0;
20;A(15159.25|15159.25|15150.75|15152.25|15154.39|217);Buy to Open;0;0.0;$1.00;10/15/23, 5:27 PM;;$0.00;0.0;
21;A(15151.5|15154|15148.25|15154|15151.32|219);Buy to Open;0;0.0;$1.00;10/15/23, 5:29 PM;;$0.00;0.0;
22;A(15154|15155.75|15149.25|15151.75|15151.72|218);Buy to Open;0;0.0;$1.00;10/15/23, 5:31 PM;;$0.00;0.0;
23;A(15151.75|15153|15146.5|15146.5|15149.29|213);Buy to Open;0;0.0;$1.00;10/15/23, 5:34 PM;;$0.00;0.0;
24;A(15146.5|15149.5|15144.5|15149.5|15146.95|244);Buy to Open;0;0.0;$1.00;10/15/23, 5:38 PM;;$0.00;0.0;
25;A(15149.5|15150.75|15142.25|15144.25|15146.34|222);Buy to Open;0;0.0;$1.00;10/15/23, 5:40 PM;;$0.00;0.0;
26;A(15144|15147.75|15142.5|15147|15145.43|213);Buy to Open;0;0.0;$1.00;10/15/23, 5:44 PM;;$0.00;0.0;
27;A(15147|15148|15140|15140|15144.05|222);Buy to Open;0;0.0;$1.00;10/15/23, 5:49 PM;;$0.00;0.0;
28;A(15140|15142|15138.75|15142|15140.47|251);Buy to Open;0;0.0;$1.00;10/15/23, 5:51 PM;;$0.00;0.0;
29;A(15141.75|15147.25|15140.75|15147.25|15143.35|224);Buy to Open;0;0.0;$1.00;10/15/23, 5:54 PM;;$0.00;0.0;
