Strategy report
Symbol: /NQ:XCME
Work Time: 12/12/21, 5:00 PM - 12/17/21, 3:59 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;A(16335.5|16340|16334|16338.25|16337.14|204);Buy to Open;0;0.0;$1.00;12/12/21, 5:00 PM;;$0.00;0.0;
2;A(16338.25|16345|16337.25|16340.75|16341.51|244);Buy to Open;0;0.0;$1.00;12/12/21, 5:01 PM;;$0.00;0.0;
3;A(16340.75|16348|16339.25|16346.5|16344.76|210);Buy to Open;0;0.0;$1.00;12/12/21, 5:02 PM;;$0.00;0.0;
4;A(16345.5|16352.5|16345.25|16350.75|16350.04|203);Buy to Open;0;0.0;$1.00;12/12/21, 5:04 PM;;$0.00;0.0;
5;A(16351|16352|16345.75|16346|16349|212);Buy to Open;0;0.0;$1.00;12/12/21, 5:05 PM;;$0.00;0.0;
6;A(16346|16350.25|16345.5|16349|16347.89|216);Buy to Open;0;0.0;$1.00;12/12/21, 5:09 PM;;$0.00;0.0;
7;A(16349|16351.75|16344.25|16344.5|16347.48|219);Buy to Open;0;0.0;$1.00;12/12/21, 5:11 PM;;$0.00;0.0;
8;A(16344.75|16345.5|16339.5|16344.5|16342.23|219);Buy to Open;0;0.0;$1.00;12/12/21, 5:15 PM;;$0.00;0.0;
9;A(16344.5|16352.25|16344.5|16349.75|16349.27|254);Buy to Open;0;0.0;$1.00;12/12/21, 5:19 PM;;$0.00;0.0;
10;A(16349.75|16351.25|16345.75|16348.25|16348.07|213);Buy to Open;0;0.0;$1.00;12/12/21, 5:22 PM;;$0.00;0.0;
11;A(16348|16353.5|16346.25|16353.5|16349.22|221);Buy to Open;0;0.0;$1.00;12/12/21, 5:30 PM;;$0.00;0.0;
12;A(16354|16354|16345.75|16345.75|16350.01|210);Buy to Open;0;0.0;$1.00;12/12/21, 5:34 PM;;$0.00;0.0;
13;A(16345.75|16354.5|16345.25|16354.5|16349.42|208);Buy to Open;0;0.0;$1.00;12/12/21, 5:37 PM;;$0.00;0.0;
14;A(16354.5|16361.5|16354.5|16359|16357.94|217);Buy to Open;0;0.0;$1.00;12/12/21, 5:43 PM;;$0.00;0.0;
15;A(16359.5|16359.75|16352.25|16352.25|16354.67|202);Buy to Open;0;0.0;$1.00;12/12/21, 5:45 PM;;$0.00;0.0;
16;A(16352.5|16356.25|16349.75|16356|16351.63|208);Buy to Open;0;0.0;$1.00;12/12/21, 5:48 PM;;$0.00;0.0;
17;A(16355.75|16361.25|16355.75|16361|16358.8|220);Buy to Open;0;0.0;$1.00;12/12/21, 5:51 PM;;$0.00;0.0;
18;A(16361|16365|16360|16364.25|16362.13|211);Buy to Open;0;0.0;$1.00;12/12/21, 5:52 PM;;$0.00;0.0;
19;A(16364.5|16367.75|16359.5|16361.75|16363.58|202);Buy to Open;0;0.0;$1.00;12/12/21, 5:55 PM;;$0.00;0.0;
20;A(16361.5|16370.75|16360.25|16370.75|16366.2|222);Buy to Open;0;0.0;$1.00;12/12/21, 5:58 PM;;$0.00;0.0;
21;A(16370.75|16372.5|16366.75|16367|16369.92|205);Buy to Open;0;0.0;$1.00;12/12/21, 6:01 PM;;$0.00;0.0;
22;A(16366.75|16370|16365|16368.25|16367.46|202);Buy to Open;0;0.0;$1.00;12/12/21, 6:01 PM;;$0.00;0.0;
23;A(16368.25|16371.75|16368.25|16370.25|16370.05|207);Buy to Open;0;0.0;$1.00;12/12/21, 6:03 PM;;$0.00;0.0;
24;A(16370.25|16370.75|16365.5|16368.75|16368.06|246);Buy to Open;0;0.0;$1.00;12/12/21, 6:05 PM;;$0.00;0.0;
25;A(16369.5|16374|16365.5|16371.25|16370.22|209);Buy to Open;0;0.0;$1.00;12/12/21, 6:08 PM;;$0.00;0.0;
26;A(16371.25|16371.75|16363.75|16366.25|16367.71|229);Buy to Open;0;0.0;$1.00;12/12/21, 6:12 PM;;$0.00;0.0;
27;A(16366.75|16369|16362|16365.5|16365.46|205);Buy to Open;0;0.0;$1.00;12/12/21, 6:15 PM;;$0.00;0.0;
28;A(16365.5|16372.75|16365|16371.75|16369.14|215);Buy to Open;0;0.0;$1.00;12/12/21, 6:19 PM;;$0.00;0.0;
29;A(16371.75|16372|16364.25|16370|16368.3|204);Buy to Open;0;0.0;$1.00;12/12/21, 6:23 PM;;$0.00;0.0;
30;A(16370.25|16373.25|16369.25|16370|16371.59|207);Buy to Open;0;0.0;$1.00;12/12/21, 6:28 PM;;$0.00;0.0;
31;A(16370|16377.5|16370|16372.75|16374.08|211);Buy to Open;0;0.0;$1.00;12/12/21, 6:31 PM;;$0.00;0.0;
32;A(16372.5|16378.75|16372.5|16378|16375.41|206);Buy to Open;0;0.0;$1.00;12/12/21, 6:34 PM;;$0.00;0.0;
33;A(16378|16381|16377.25|16378.25|16378.73|219);Buy to Open;0;0.0;$1.00;12/12/21, 6:40 PM;;$0.00;0.0;
34;A(16378.25|16380.25|16374.5|16375.75|16377.16|234);Buy to Open;0;0.0;$1.00;12/12/21, 6:42 PM;;$0.00;0.0;
35;A(16375.75|16379.5|16372.5|16377.75|16375.93|210);Buy to Open;0;0.0;$1.00;12/12/21, 6:44 PM;;$0.00;0.0;
36;A(16377.75|16387|16377.75|16383.75|16383.48|223);Buy to Open;0;0.0;$1.00;12/12/21, 6:45 PM;;$0.00;0.0;
37;A(16383.75|16386.25|16380.25|16385|16383.48|207);Buy to Open;0;0.0;$1.00;12/12/21, 6:47 PM;;$0.00;0.0;
38;A(16385|16385|16380|16383|16382.23|206);Buy to Open;0;0.0;$1.00;12/12/21, 6:51 PM;;$0.00;0.0;
39;A(16383|16388.75|16382|16387.5|16385.66|208);Buy to Open;0;0.0;$1.00;12/12/21, 6:58 PM;;$0.00;0.0;
40;A(16387.75|16391|16387|16388.5|16388.79|211);Buy to Open;0;0.0;$1.00;12/12/21, 7:01 PM;;$0.00;0.0;
41;A(16388.5|16391.25|16387.25|16391.25|16389.12|204);Buy to Open;0;0.0;$1.00;12/12/21, 7:03 PM;;$0.00;0.0;
42;A(16391.25|16394|16390|16394|16391.92|204);Buy to Open;0;0.0;$1.00;12/12/21, 7:06 PM;;$0.00;0.0;
43;A(16394|16395.25|16387.5|16388.5|16390.94|217);Buy to Open;0;0.0;$1.00;12/12/21, 7:07 PM;;$0.00;0.0;
44;A(16388.25|16389.25|16383.5|16383.75|16385.59|213);Buy to Open;0;0.0;$1.00;12/12/21, 7:08 PM;;$0.00;0.0;
45;A(16384|16387.25|16383|16386.5|16385.33|216);Buy to Open;0;0.0;$1.00;12/12/21, 7:11 PM;;$0.00;0.0;
46;A(16386.25|16389.5|16385.25|16389.5|16386.85|204);Buy to Open;0;0.0;$1.00;12/12/21, 7:14 PM;;$0.00;0.0;
47;A(16389.25|16393|16388.5|16392.25|16390.28|219);Buy to Open;0;0.0;$1.00;12/12/21, 7:17 PM;;$0.00;0.0;
48;A(16392.25|16397.75|16392|16397.5|16395.16|235);Buy to Open;0;0.0;$1.00;12/12/21, 7:20 PM;;$0.00;0.0;
49;A(16397.75|16398.75|16393.5|16395.75|16396.4|213);Buy to Open;0;0.0;$1.00;12/12/21, 7:22 PM;;$0.00;0.0;
50;A(16396|16396.75|16390.75|16395|16393.36|217);Buy to Open;0;0.0;$1.00;12/12/21, 7:24 PM;;$0.00;0.0;
51;A(16395|16399.5|16394.75|16399.25|16397.5|213);Buy to Open;0;0.0;$1.00;12/12/21, 7:26 PM;;$0.00;0.0;
52;A(16398.75|16401.75|16395.75|16396.25|16398.74|206);Buy to Open;0;0.0;$1.00;12/12/21, 7:30 PM;;$0.00;0.0;
53;A(16396|16400|16392.75|16396|16396.24|204);Buy to Open;0;0.0;$1.00;12/12/21, 7:32 PM;;$0.00;0.0;
54;A(16395.75|16403|16394.75|16400.5|16397.98|213);Buy to Open;0;0.0;$1.00;12/12/21, 7:35 PM;;$0.00;0.0;
55;A(16400.5|16402|16396|16402|16399.02|215);Buy to Open;0;0.0;$1.00;12/12/21, 7:38 PM;;$0.00;0.0;
56;A(16402|16403.75|16398.25|16401.75|16401.33|209);Buy to Open;0;0.0;$1.00;12/12/21, 7:41 PM;;$0.00;0.0;
57;A(16402.25|16404.75|16400.25|16400.5|16402.73|211);Buy to Open;0;0.0;$1.00;12/12/21, 7:44 PM;;$0.00;0.0;
58;A(16400.25|16402.75|16399.25|16402.75|16400.63|211);Buy to Open;0;0.0;$1.00;12/12/21, 7:47 PM;;$0.00;0.0;
59;A(16402.5|16406.25|16401.5|16406|16404.29|217);Buy to Open;0;0.0;$1.00;12/12/21, 7:50 PM;;$0.00;0.0;
60;A(16406.5|16406.5|16400.25|16401|16402.84|205);Buy to Open;0;0.0;$1.00;12/12/21, 7:57 PM;;$0.00;0.0;
61;A(16401|16403.5|16399|16399|16401.09|223);Buy to Open;0;0.0;$1.00;12/12/21, 8:03 PM;;$0.00;0.0;
62;A(16399|16399|16391.75|16391.75|16396.01|211);Buy to Open;0;0.0;$1.00;12/12/21, 8:07 PM;;$0.00;0.0;
63;A(16391.75|16396|16390.5|16395.75|16392.76|220);Buy to Open;0;0.0;$1.00;12/12/21, 8:09 PM;;$0.00;0.0;
64;A(16395.25|16399|16392.75|16392.75|16396.48|205);Buy to Open;0;0.0;$1.00;12/12/21, 8:12 PM;;$0.00;0.0;
65;A(16392.5|16394.25|16389.25|16390|16391.02|207);Buy to Open;0;0.0;$1.00;12/12/21, 8:17 PM;;$0.00;0.0;
66;A(16390|16390.25|16383.5|16383.5|16387.01|262);Buy to Open;0;0.0;$1.00;12/12/21, 8:22 PM;;$0.00;0.0;
67;A(16383.5|16387|16381|16386.25|16384.75|220);Buy to Open;0;0.0;$1.00;12/12/21, 8:24 PM;;$0.00;0.0;
68;A(16387|16387.75|16384.25|16386.5|16386.01|208);Buy to Open;0;0.0;$1.00;12/12/21, 8:24 PM;;$0.00;0.0;
69;A(16386.5|16389.5|16384.75|16389.5|16386.72|215);Buy to Open;0;0.0;$1.00;12/12/21, 8:26 PM;;$0.00;0.0;
70;A(16389.5|16391.75|16387.25|16389.25|16389.21|220);Buy to Open;0;0.0;$1.00;12/12/21, 8:29 PM;;$0.00;0.0;
71;A(16389.25|16393.75|16388.5|16393.25|16391.03|209);Buy to Open;0;0.0;$1.00;12/12/21, 8:30 PM;;$0.00;0.0;
