Strategy report
Symbol: /NQ:XCME
Work Time: 3/13/22, 5:00 PM - 3/18/22, 3:59 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;A(13369.5|13374|13348|13348|13362.28|255);Buy to Open;0;0.0;$1.00;3/13/22, 5:00 PM;;$0.00;0.0;
2;A(13347.75|13362.25|13334|13338|13349.82|246);Buy to Open;0;0.0;$1.00;3/13/22, 5:00 PM;;$0.00;0.0;
3;A(13338|13369|13336.5|13368.5|13353.3|227);Buy to Open;0;0.0;$1.00;3/13/22, 5:01 PM;;$0.00;0.0;
4;A(13368.5|13385.25|13368.25|13383.5|13380.32|239);Buy to Open;0;0.0;$1.00;3/13/22, 5:02 PM;;$0.00;0.0;
5;A(13384|13392.75|13382|13392.75|13387.23|212);Buy to Open;0;0.0;$1.00;3/13/22, 5:03 PM;;$0.00;0.0;
6;A(13393|13399|13378|13380|13390.71|213);Buy to Open;0;0.0;$1.00;3/13/22, 5:04 PM;;$0.00;0.0;
7;A(13378.25|13381.75|13363|13366.25|13372.47|209);Buy to Open;0;0.0;$1.00;3/13/22, 5:05 PM;;$0.00;0.0;
8;A(13366|13373.5|13362.25|13368.25|13367.24|241);Buy to Open;0;0.0;$1.00;3/13/22, 5:05 PM;;$0.00;0.0;
9;A(13367.75|13375.5|13364|13366|13369.37|222);Buy to Open;0;0.0;$1.00;3/13/22, 5:06 PM;;$0.00;0.0;
10;A(13364.25|13372|13359.75|13370.75|13366.14|217);Buy to Open;0;0.0;$1.00;3/13/22, 5:08 PM;;$0.00;0.0;
11;A(13370.75|13374.25|13355.75|13358|13365.43|211);Buy to Open;0;0.0;$1.00;3/13/22, 5:10 PM;;$0.00;0.0;
12;A(13358.25|13379.5|13358.25|13378|13368.48|222);Buy to Open;0;0.0;$1.00;3/13/22, 5:12 PM;;$0.00;0.0;
13;A(13377.25|13380.5|13351.25|13352|13370.61|215);Buy to Open;0;0.0;$1.00;3/13/22, 5:13 PM;;$0.00;0.0;
14;A(13351|13352|13341.5|13342.75|13346.66|202);Buy to Open;0;0.0;$1.00;3/13/22, 5:15 PM;;$0.00;0.0;
15;A(13342.75|13351|13340|13340.75|13344.76|215);Buy to Open;0;0.0;$1.00;3/13/22, 5:17 PM;;$0.00;0.0;
16;A(13339.75|13348.25|13334.75|13337.5|13341.61|217);Buy to Open;0;0.0;$1.00;3/13/22, 5:19 PM;;$0.00;0.0;
17;A(13337|13352.5|13333.25|13339.75|13342.61|205);Buy to Open;0;0.0;$1.00;3/13/22, 5:22 PM;;$0.00;0.0;
18;A(13339.75|13357|13338.5|13357|13345.62|204);Buy to Open;0;0.0;$1.00;3/13/22, 5:25 PM;;$0.00;0.0;
19;A(13357.5|13373.75|13353.5|13369.75|13363.04|203);Buy to Open;0;0.0;$1.00;3/13/22, 5:29 PM;;$0.00;0.0;
20;A(13369.75|13381|13368.75|13374.75|13375.7|217);Buy to Open;0;0.0;$1.00;3/13/22, 5:32 PM;;$0.00;0.0;
21;A(13374.5|13379.75|13354.25|13357.75|13369.07|206);Buy to Open;0;0.0;$1.00;3/13/22, 5:35 PM;;$0.00;0.0;
22;A(13359.5|13367.75|13347.75|13366.75|13356.69|204);Buy to Open;0;0.0;$1.00;3/13/22, 5:38 PM;;$0.00;0.0;
23;A(13366.25|13369.25|13347.25|13350|13357.89|217);Buy to Open;0;0.0;$1.00;3/13/22, 5:42 PM;;$0.00;0.0;
24;A(13350|13350|13341|13343.5|13346.84|212);Buy to Open;0;0.0;$1.00;3/13/22, 5:47 PM;;$0.00;0.0;
25;A(13343.5|13356.25|13342.75|13350|13351.72|202);Buy to Open;0;0.0;$1.00;3/13/22, 5:50 PM;;$0.00;0.0;
26;A(13350|13352|13341|13352|13347.17|207);Buy to Open;0;0.0;$1.00;3/13/22, 5:53 PM;;$0.00;0.0;
27;A(13352|13355.25|13350.25|13355|13353.62|212);Buy to Open;0;0.0;$1.00;3/13/22, 5:57 PM;;$0.00;0.0;
28;A(13355.25|13370.75|13354|13364|13362.91|202);Buy to Open;0;0.0;$1.00;3/13/22, 5:59 PM;;$0.00;0.0;
29;A(13364.5|13371|13355.75|13357.5|13364.09|204);Buy to Open;0;0.0;$1.00;3/13/22, 6:01 PM;;$0.00;0.0;
30;A(13356.25|13359|13347.25|13355.5|13351.92|225);Buy to Open;0;0.0;$1.00;3/13/22, 6:04 PM;;$0.00;0.0;
31;A(13355.25|13359.75|13345.5|13350.75|13352.41|208);Buy to Open;0;0.0;$1.00;3/13/22, 6:06 PM;;$0.00;0.0;
32;A(13350.75|13352.5|13337.25|13338.75|13344.3|223);Buy to Open;0;0.0;$1.00;3/13/22, 6:11 PM;;$0.00;0.0;
33;A(13339|13354.25|13339|13346|13347.11|203);Buy to Open;0;0.0;$1.00;3/13/22, 6:13 PM;;$0.00;0.0;
34;A(13345.5|13352.75|13340|13346.75|13346.36|204);Buy to Open;0;0.0;$1.00;3/13/22, 6:16 PM;;$0.00;0.0;
35;A(13347.5|13359|13338|13357.25|13348.38|202);Buy to Open;0;0.0;$1.00;3/13/22, 6:19 PM;;$0.00;0.0;
36;A(13357.5|13365|13355.75|13365|13361.19|224);Buy to Open;0;0.0;$1.00;3/13/22, 6:25 PM;;$0.00;0.0;
37;A(13365.5|13369.5|13361.25|13369.5|13365.32|207);Buy to Open;0;0.0;$1.00;3/13/22, 6:26 PM;;$0.00;0.0;
38;A(13369.75|13370|13361.75|13362.75|13367.5|216);Buy to Open;0;0.0;$1.00;3/13/22, 6:27 PM;;$0.00;0.0;
39;A(13362.75|13370|13359.5|13368.25|13365.65|236);Buy to Open;0;0.0;$1.00;3/13/22, 6:29 PM;;$0.00;0.0;
40;A(13367.5|13370|13358|13361.25|13363.76|205);Buy to Open;0;0.0;$1.00;3/13/22, 6:33 PM;;$0.00;0.0;
41;A(13361.25|13366.75|13358|13366.75|13362.63|215);Buy to Open;0;0.0;$1.00;3/13/22, 6:36 PM;;$0.00;0.0;
42;A(13366.5|13376.75|13364.5|13375|13371.21|211);Buy to Open;0;0.0;$1.00;3/13/22, 6:46 PM;;$0.00;0.0;
43;A(13375|13380.5|13371.75|13372|13375.65|227);Buy to Open;0;0.0;$1.00;3/13/22, 6:49 PM;;$0.00;0.0;
44;A(13371.75|13376.5|13368|13368.5|13372.42|203);Buy to Open;0;0.0;$1.00;3/13/22, 6:51 PM;;$0.00;0.0;
45;A(13368.25|13369.75|13363.75|13368.5|13366.82|208);Buy to Open;0;0.0;$1.00;3/13/22, 6:53 PM;;$0.00;0.0;
46;A(13368.75|13370|13357.25|13360|13363.03|203);Buy to Open;0;0.0;$1.00;3/13/22, 6:58 PM;;$0.00;0.0;
47;A(13360|13365.75|13356.25|13364|13360.67|202);Buy to Open;0;0.0;$1.00;3/13/22, 7:01 PM;;$0.00;0.0;
48;A(13364.75|13373|13362|13373|13367.48|201);Buy to Open;0;0.0;$1.00;3/13/22, 7:02 PM;;$0.00;0.0;
49;A(13373.25|13379.25|13370.5|13371|13375.08|201);Buy to Open;0;0.0;$1.00;3/13/22, 7:03 PM;;$0.00;0.0;
50;A(13370|13378.5|13370|13372.5|13374.82|206);Buy to Open;0;0.0;$1.00;3/13/22, 7:04 PM;;$0.00;0.0;
51;A(13372.75|13382.5|13371|13376.5|13377.23|204);Buy to Open;0;0.0;$1.00;3/13/22, 7:06 PM;;$0.00;0.0;
52;A(13376|13383.25|13373.75|13377.25|13378.37|203);Buy to Open;0;0.0;$1.00;3/13/22, 7:08 PM;;$0.00;0.0;
53;A(13377|13379.5|13372.75|13374|13375.85|207);Buy to Open;0;0.0;$1.00;3/13/22, 7:09 PM;;$0.00;0.0;
54;A(13374|13379.75|13371.75|13378.25|13375.69|207);Buy to Open;0;0.0;$1.00;3/13/22, 7:11 PM;;$0.00;0.0;
55;A(13378|13389.75|13377.5|13386.75|13384.3|205);Buy to Open;0;0.0;$1.00;3/13/22, 7:13 PM;;$0.00;0.0;
56;A(13387|13395.25|13385.5|13392.5|13391.02|216);Buy to Open;0;0.0;$1.00;3/13/22, 7:14 PM;;$0.00;0.0;
57;A(13391.25|13400|13391.25|13400|13395.71|215);Buy to Open;0;0.0;$1.00;3/13/22, 7:16 PM;;$0.00;0.0;
58;A(13400|13402.25|13394|13401.5|13398.73|202);Buy to Open;0;0.0;$1.00;3/13/22, 7:16 PM;;$0.00;0.0;
59;A(13401.25|13407.75|13399.25|13405.75|13403.67|204);Buy to Open;0;0.0;$1.00;3/13/22, 7:17 PM;;$0.00;0.0;
