Strategy report
Symbol: /NQ:XCME
Work Time: 8/15/21, 5:00 PM - 8/20/21, 3:59 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;A(15116.25|15117.5|15112.5|15117.5|15114.72|216);Buy to Open;0;0.0;$1.00;8/15/21, 5:00 PM;;$0.00;0.0;
2;A(15117.75|15117.75|15110.25|15110.25|15113.77|221);Buy to Open;0;0.0;$1.00;8/15/21, 5:01 PM;;$0.00;0.0;
3;A(15110.25|15113|15108.75|15112|15110.39|242);Buy to Open;0;0.0;$1.00;8/15/21, 5:02 PM;;$0.00;0.0;
4;A(15112.25|15117|15111.5|15115.5|15114.38|224);Buy to Open;0;0.0;$1.00;8/15/21, 5:03 PM;;$0.00;0.0;
5;A(15115.5|15115.75|15106.25|15106.25|15110.63|233);Buy to Open;0;0.0;$1.00;8/15/21, 5:05 PM;;$0.00;0.0;
6;A(15106.25|15111|15106|15111|15108.46|237);Buy to Open;0;0.0;$1.00;8/15/21, 5:07 PM;;$0.00;0.0;
7;A(15111|15115.25|15110|15115|15112.71|226);Buy to Open;0;0.0;$1.00;8/15/21, 5:11 PM;;$0.00;0.0;
8;A(15114.75|15117|15114|15114|15115.51|254);Buy to Open;0;0.0;$1.00;8/15/21, 5:14 PM;;$0.00;0.0;
9;A(15114|15116.5|15113.25|15114.25|15114.83|252);Buy to Open;0;0.0;$1.00;8/15/21, 5:18 PM;;$0.00;0.0;
10;A(15114.5|15116.75|15113.25|15116.25|15114.89|234);Buy to Open;0;0.0;$1.00;8/15/21, 5:26 PM;;$0.00;0.0;
11;A(15116.25|15120.75|15115.75|15119.75|15117.85|230);Buy to Open;0;0.0;$1.00;8/15/21, 5:33 PM;;$0.00;0.0;
12;A(15120|15121.5|15117.75|15120|15119.61|250);Buy to Open;0;0.0;$1.00;8/15/21, 5:37 PM;;$0.00;0.0;
13;A(15120|15123|15119.25|15119.25|15121.4|230);Buy to Open;0;0.0;$1.00;8/15/21, 5:42 PM;;$0.00;0.0;
14;A(15119|15122.5|15117.5|15121.75|15120.32|217);Buy to Open;0;0.0;$1.00;8/15/21, 5:44 PM;;$0.00;0.0;
15;A(15122|15122.5|15120|15120.5|15121.29|223);Buy to Open;0;0.0;$1.00;8/15/21, 5:52 PM;;$0.00;0.0;
16;A(15120.5|15120.5|15118|15119.25|15119.19|218);Buy to Open;0;0.0;$1.00;8/15/21, 5:58 PM;;$0.00;0.0;
17;A(15119.25|15121.25|15117.75|15120.25|15119.98|261);Buy to Open;0;0.0;$1.00;8/15/21, 6:03 PM;;$0.00;0.0;
18;A(15120.25|15120.25|15115.5|15115.5|15117.73|224);Buy to Open;0;0.0;$1.00;8/15/21, 6:11 PM;;$0.00;0.0;
19;A(15115.5|15118.5|15114.75|15118|15116.81|219);Buy to Open;0;0.0;$1.00;8/15/21, 6:16 PM;;$0.00;0.0;
20;A(15118|15120.25|15115|15115.75|15117.59|229);Buy to Open;0;0.0;$1.00;8/15/21, 6:26 PM;;$0.00;0.0;
21;A(15115.75|15117.25|15113.5|15115.25|15115.26|205);Buy to Open;0;0.0;$1.00;8/15/21, 6:31 PM;;$0.00;0.0;
22;A(15115.25|15116.5|15114.25|15115|15115.43|228);Buy to Open;0;0.0;$1.00;8/15/21, 6:36 PM;;$0.00;0.0;
23;A(15115.25|15118|15112.25|15112.25|15114.97|220);Buy to Open;0;0.0;$1.00;8/15/21, 6:45 PM;;$0.00;0.0;
24;A(15112.25|15115|15111.5|15114.5|15112.77|232);Buy to Open;0;0.0;$1.00;8/15/21, 6:49 PM;;$0.00;0.0;
25;A(15115|15116.25|15113|15114.25|15114.29|258);Buy to Open;0;0.0;$1.00;8/15/21, 6:52 PM;;$0.00;0.0;
26;A(15114.25|15115.5|15110.75|15112.75|15113.47|215);Buy to Open;0;0.0;$1.00;8/15/21, 6:56 PM;;$0.00;0.0;
27;A(15112.75|15113|15107.5|15109|15109.79|226);Buy to Open;0;0.0;$1.00;8/15/21, 7:01 PM;;$0.00;0.0;
28;A(15109.25|15110.25|15106|15106|15107.36|231);Buy to Open;0;0.0;$1.00;8/15/21, 7:02 PM;;$0.00;0.0;
29;A(15106|15106.25|15103.5|15105|15105.02|300);Buy to Open;0;0.0;$1.00;8/15/21, 7:03 PM;;$0.00;0.0;
30;A(15105|15105.5|15102.75|15102.75|15104.1|207);Buy to Open;0;0.0;$1.00;8/15/21, 7:03 PM;;$0.00;0.0;
31;A(15103|15104|15100.25|15100.25|15101.86|257);Buy to Open;0;0.0;$1.00;8/15/21, 7:05 PM;;$0.00;0.0;
32;A(15100.25|15104|15099.75|15103.5|15101.87|236);Buy to Open;0;0.0;$1.00;8/15/21, 7:06 PM;;$0.00;0.0;
33;A(15103.25|15103.25|15100.25|15102.5|15101.41|203);Buy to Open;0;0.0;$1.00;8/15/21, 7:07 PM;;$0.00;0.0;
34;A(15102.5|15103|15098|15100.5|15100.22|223);Buy to Open;0;0.0;$1.00;8/15/21, 7:11 PM;;$0.00;0.0;
35;A(15100.5|15101.25|15096.25|15097|15098.35|219);Buy to Open;0;0.0;$1.00;8/15/21, 7:13 PM;;$0.00;0.0;
36;A(15096.5|15099|15093.25|15096.75|15095.98|233);Buy to Open;0;0.0;$1.00;8/15/21, 7:15 PM;;$0.00;0.0;
37;A(15096.75|15101.5|15096.25|15100.25|15099.07|206);Buy to Open;0;0.0;$1.00;8/15/21, 7:16 PM;;$0.00;0.0;
38;A(15099.75|15104.25|15099.25|15102.75|15102.48|228);Buy to Open;0;0.0;$1.00;8/15/21, 7:18 PM;;$0.00;0.0;
39;A(15102.75|15104.5|15100.25|15100.25|15102.47|225);Buy to Open;0;0.0;$1.00;8/15/21, 7:20 PM;;$0.00;0.0;
40;A(15100.25|15104.75|15100|15104.25|15102.23|224);Buy to Open;0;0.0;$1.00;8/15/21, 7:22 PM;;$0.00;0.0;
41;A(15104.25|15104.5|15101|15101.25|15102.92|203);Buy to Open;0;0.0;$1.00;8/15/21, 7:26 PM;;$0.00;0.0;
42;A(15101.25|15101.5|15099.25|15100.5|15100.32|214);Buy to Open;0;0.0;$1.00;8/15/21, 7:30 PM;;$0.00;0.0;
43;A(15100.5|15103|15100.5|15101.5|15101.6|226);Buy to Open;0;0.0;$1.00;8/15/21, 7:33 PM;;$0.00;0.0;
44;A(15101.5|15103.75|15100.5|15102.5|15102.31|214);Buy to Open;0;0.0;$1.00;8/15/21, 7:39 PM;;$0.00;0.0;
45;A(15102.75|15103.75|15101|15101.5|15102.08|214);Buy to Open;0;0.0;$1.00;8/15/21, 7:46 PM;;$0.00;0.0;
46;A(15101.5|15105|15101.25|15104.75|15103.26|213);Buy to Open;0;0.0;$1.00;8/15/21, 7:51 PM;;$0.00;0.0;
47;A(15104.75|15106.25|15104|15106.25|15105.29|224);Buy to Open;0;0.0;$1.00;8/15/21, 7:56 PM;;$0.00;0.0;
48;A(15106.25|15106.75|15103.5|15106.5|15105.31|232);Buy to Open;0;0.0;$1.00;8/15/21, 8:00 PM;;$0.00;0.0;
49;A(15106.5|15109|15104.75|15107.5|15106.84|257);Buy to Open;0;0.0;$1.00;8/15/21, 8:03 PM;;$0.00;0.0;
50;A(15108|15110|15106.25|15110|15108.27|230);Buy to Open;0;0.0;$1.00;8/15/21, 8:06 PM;;$0.00;0.0;
51;A(15110.25|15113.25|15109.75|15111.75|15111.41|252);Buy to Open;0;0.0;$1.00;8/15/21, 8:11 PM;;$0.00;0.0;
52;A(15111.75|15112.5|15109.75|15111.75|15111.08|211);Buy to Open;0;0.0;$1.00;8/15/21, 8:12 PM;;$0.00;0.0;
53;A(15111.5|15113|15109.25|15113|15111.03|249);Buy to Open;0;0.0;$1.00;8/15/21, 8:15 PM;;$0.00;0.0;
