Strategy report
Symbol: /NQ:XCME
Work Time: 6/13/21, 5:00 PM - 6/18/21, 3:57 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;A(13999.75|14007|13998|14007|14002.82|236);Buy to Open;0;0.0;$1.00;6/13/21, 5:00 PM;;$0.00;0.0;
2;A(14007|14012.25|14006.25|14008.5|14009.15|226);Buy to Open;0;0.0;$1.00;6/13/21, 5:01 PM;;$0.00;0.0;
3;A(14008.75|14011.75|14005|14007.25|14008.71|220);Buy to Open;0;0.0;$1.00;6/13/21, 5:02 PM;;$0.00;0.0;
4;A(14007.25|14010.5|14005.75|14007|14007.84|219);Buy to Open;0;0.0;$1.00;6/13/21, 5:04 PM;;$0.00;0.0;
5;A(14007|14012.75|14005.5|14012.75|14008.17|228);Buy to Open;0;0.0;$1.00;6/13/21, 5:10 PM;;$0.00;0.0;
6;A(14012.5|14015.25|14008.5|14008.5|14012.63|256);Buy to Open;0;0.0;$1.00;6/13/21, 5:16 PM;;$0.00;0.0;
7;A(14008.5|14013|14008.5|14011.25|14010.67|209);Buy to Open;0;0.0;$1.00;6/13/21, 5:18 PM;;$0.00;0.0;
8;A(14011.5|14012|14009.25|14011.5|14010.52|214);Buy to Open;0;0.0;$1.00;6/13/21, 5:30 PM;;$0.00;0.0;
9;A(14011|14012.5|14009.25|14010.25|14010.69|210);Buy to Open;0;0.0;$1.00;6/13/21, 5:47 PM;;$0.00;0.0;
10;A(14010.75|14011|14006.5|14006.5|14008.53|241);Buy to Open;0;0.0;$1.00;6/13/21, 6:00 PM;;$0.00;0.0;
11;A(14006.5|14007.25|14002.5|14007|14005.1|208);Buy to Open;0;0.0;$1.00;6/13/21, 6:08 PM;;$0.00;0.0;
12;A(14007|14011.5|14006.5|14010.5|14009.47|213);Buy to Open;0;0.0;$1.00;6/13/21, 6:15 PM;;$0.00;0.0;
13;A(14010.5|14010.5|14005.75|14010|14007.97|221);Buy to Open;0;0.0;$1.00;6/13/21, 6:29 PM;;$0.00;0.0;
14;A(14010|14014.5|14008.5|14014.5|14011.31|229);Buy to Open;0;0.0;$1.00;6/13/21, 6:34 PM;;$0.00;0.0;
15;A(14014.25|14017|14013.5|14014.25|14014.77|217);Buy to Open;0;0.0;$1.00;6/13/21, 6:40 PM;;$0.00;0.0;
16;A(14014|14014.25|14008.5|14010.5|14010.21|214);Buy to Open;0;0.0;$1.00;6/13/21, 6:44 PM;;$0.00;0.0;
17;A(14010.75|14016|14009.5|14016|14011.66|208);Buy to Open;0;0.0;$1.00;6/13/21, 6:52 PM;;$0.00;0.0;
18;A(14016|14020|14015.25|14016|14017.27|203);Buy to Open;0;0.0;$1.00;6/13/21, 7:00 PM;;$0.00;0.0;
19;A(14016|14016|14007.75|14008.5|14011.29|211);Buy to Open;0;0.0;$1.00;6/13/21, 7:01 PM;;$0.00;0.0;
