Strategy report
Symbol: /NQ:XCME
Work Time: 7/11/21, 5:00 PM - 7/16/21, 3:59 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;A(14831|14835.25|14826.5|14831|14830.67|212);Buy to Open;0;0.0;$1.00;7/11/21, 5:00 PM;;$0.00;0.0;
2;A(14830.75|14835.5|14829.5|14835|14832.41|233);Buy to Open;0;0.0;$1.00;7/11/21, 5:00 PM;;$0.00;0.0;
3;A(14835.25|14843|14834.25|14840|14838.99|217);Buy to Open;0;0.0;$1.00;7/11/21, 5:01 PM;;$0.00;0.0;
4;A(14840|14841.25|14832|14832.25|14836.81|209);Buy to Open;0;0.0;$1.00;7/11/21, 5:01 PM;;$0.00;0.0;
5;A(14832|14836.5|14832|14832|14834.25|228);Buy to Open;0;0.0;$1.00;7/11/21, 5:03 PM;;$0.00;0.0;
6;A(14832.25|14832.25|14827.25|14830.25|14829.33|261);Buy to Open;0;0.0;$1.00;7/11/21, 5:06 PM;;$0.00;0.0;
7;A(14830.25|14833|14828.5|14832|14830.96|207);Buy to Open;0;0.0;$1.00;7/11/21, 5:09 PM;;$0.00;0.0;
8;A(14832.25|14834.5|14830.5|14831.5|14832.91|241);Buy to Open;0;0.0;$1.00;7/11/21, 5:15 PM;;$0.00;0.0;
9;A(14831.25|14831.75|14827.5|14827.5|14829.79|226);Buy to Open;0;0.0;$1.00;7/11/21, 5:22 PM;;$0.00;0.0;
10;A(14827.5|14832|14827.5|14831.25|14830.23|228);Buy to Open;0;0.0;$1.00;7/11/21, 5:31 PM;;$0.00;0.0;
11;A(14831|14835|14830.5|14831.25|14833.16|215);Buy to Open;0;0.0;$1.00;7/11/21, 5:38 PM;;$0.00;0.0;
12;A(14831.75|14833.5|14829.5|14833.5|14831|208);Buy to Open;0;0.0;$1.00;7/11/21, 5:42 PM;;$0.00;0.0;
13;A(14833.5|14834|14827.25|14827.5|14830.27|214);Buy to Open;0;0.0;$1.00;7/11/21, 5:57 PM;;$0.00;0.0;
14;A(14827.25|14828.5|14824.5|14825.25|14826.35|218);Buy to Open;0;0.0;$1.00;7/11/21, 6:03 PM;;$0.00;0.0;
15;A(14825|14828.75|14822.25|14823|14825.13|220);Buy to Open;0;0.0;$1.00;7/11/21, 6:10 PM;;$0.00;0.0;
16;A(14823.25|14829.25|14823.25|14827.25|14825.72|207);Buy to Open;0;0.0;$1.00;7/11/21, 6:16 PM;;$0.00;0.0;
17;A(14827.5|14833|14827.5|14830.75|14830.29|208);Buy to Open;0;0.0;$1.00;7/11/21, 6:28 PM;;$0.00;0.0;
18;A(14830.75|14834.5|14830|14833.75|14832.68|213);Buy to Open;0;0.0;$1.00;7/11/21, 6:33 PM;;$0.00;0.0;
19;A(14833.5|14834.75|14830.75|14832|14833.3|261);Buy to Open;0;0.0;$1.00;7/11/21, 6:40 PM;;$0.00;0.0;
20;A(14831.75|14835.25|14831.5|14831.5|14833.07|221);Buy to Open;0;0.0;$1.00;7/11/21, 6:46 PM;;$0.00;0.0;
21;A(14831.5|14833|14828.75|14830.75|14830.88|231);Buy to Open;0;0.0;$1.00;7/11/21, 6:53 PM;;$0.00;0.0;
22;A(14830.5|14831.5|14827.5|14828|14829.47|204);Buy to Open;0;0.0;$1.00;7/11/21, 6:59 PM;;$0.00;0.0;
23;A(14828.25|14829.25|14825|14827.75|14826.86|207);Buy to Open;0;0.0;$1.00;7/11/21, 7:02 PM;;$0.00;0.0;
24;A(14827.75|14827.75|14822|14822.5|14824.12|220);Buy to Open;0;0.0;$1.00;7/11/21, 7:06 PM;;$0.00;0.0;
25;A(14822.25|14823.75|14819.5|14822|14821.64|224);Buy to Open;0;0.0;$1.00;7/11/21, 7:08 PM;;$0.00;0.0;
26;A(14822.25|14826.5|14821|14823.25|14823.9|214);Buy to Open;0;0.0;$1.00;7/11/21, 7:10 PM;;$0.00;0.0;
27;A(14823.5|14824.25|14816.5|14816.5|14820.55|212);Buy to Open;0;0.0;$1.00;7/11/21, 7:12 PM;;$0.00;0.0;
28;A(14816.5|14820.75|14816|14820|14818.13|216);Buy to Open;0;0.0;$1.00;7/11/21, 7:16 PM;;$0.00;0.0;
29;A(14820|14823.5|14819.25|14820.5|14821.24|223);Buy to Open;0;0.0;$1.00;7/11/21, 7:19 PM;;$0.00;0.0;
30;A(14820.5|14823.5|14817.25|14823.25|14820.6|211);Buy to Open;0;0.0;$1.00;7/11/21, 7:23 PM;;$0.00;0.0;
31;A(14823.25|14826.25|14820|14821|14823.79|234);Buy to Open;0;0.0;$1.00;7/11/21, 7:30 PM;;$0.00;0.0;
32;A(14821.25|14824.75|14819.25|14822.5|14822.12|214);Buy to Open;0;0.0;$1.00;7/11/21, 7:32 PM;;$0.00;0.0;
33;A(14821.5|14821.5|14814.5|14814.5|14817.48|228);Buy to Open;0;0.0;$1.00;7/11/21, 7:39 PM;;$0.00;0.0;
34;A(14814.25|14817.75|14813.25|14816.25|14815.38|254);Buy to Open;0;0.0;$1.00;7/11/21, 7:41 PM;;$0.00;0.0;
35;A(14816.25|14819.5|14815.5|14819.25|14817.5|215);Buy to Open;0;0.0;$1.00;7/11/21, 7:44 PM;;$0.00;0.0;
36;A(14819.25|14823|14818.5|14822.75|14820.45|219);Buy to Open;0;0.0;$1.00;7/11/21, 7:48 PM;;$0.00;0.0;
37;A(14822.75|14826.5|14821.25|14826.25|14824.49|209);Buy to Open;0;0.0;$1.00;7/11/21, 7:54 PM;;$0.00;0.0;
38;A(14825.75|14828.75|14821.75|14822.25|14825.95|242);Buy to Open;0;0.0;$1.00;7/11/21, 7:57 PM;;$0.00;0.0;
39;A(14822.25|14824.25|14819|14821.5|14821.99|231);Buy to Open;0;0.0;$1.00;7/11/21, 8:00 PM;;$0.00;0.0;
40;A(14821.25|14822.25|14818.25|14821.25|14820.56|222);Buy to Open;0;0.0;$1.00;7/11/21, 8:03 PM;;$0.00;0.0;
41;A(14821.25|14822|14817|14817|14819.13|208);Buy to Open;0;0.0;$1.00;7/11/21, 8:10 PM;;$0.00;0.0;
42;A(14817|14817|14812.25|14813|14814.11|227);Buy to Open;0;0.0;$1.00;7/11/21, 8:15 PM;;$0.00;0.0;
43;A(14813.25|14816.5|14812.75|14816|14814.66|219);Buy to Open;0;0.0;$1.00;7/11/21, 8:17 PM;;$0.00;0.0;
44;A(14816|14817|14812.75|14815.75|14814.7|225);Buy to Open;0;0.0;$1.00;7/11/21, 8:22 PM;;$0.00;0.0;
45;A(14816|14816.5|14809.5|14809.5|14812.64|240);Buy to Open;0;0.0;$1.00;7/11/21, 8:28 PM;;$0.00;0.0;
46;A(14809.5|14810.75|14807.25|14808|14809.06|221);Buy to Open;0;0.0;$1.00;7/11/21, 8:31 PM;;$0.00;0.0;
47;A(14808|14810.25|14807|14809|14808.36|241);Buy to Open;0;0.0;$1.00;7/11/21, 8:33 PM;;$0.00;0.0;
48;A(14809|14809|14805|14808.75|14807.22|231);Buy to Open;0;0.0;$1.00;7/11/21, 8:37 PM;;$0.00;0.0;
49;A(14808.75|14809.25|14804.5|14804.75|14806.63|223);Buy to Open;0;0.0;$1.00;7/11/21, 8:41 PM;;$0.00;0.0;
50;A(14804.75|14805.75|14802.25|14803.25|14803.78|232);Buy to Open;0;0.0;$1.00;7/11/21, 8:45 PM;;$0.00;0.0;
51;A(14803.25|14803.25|14799.25|14801.25|14800.64|285);Buy to Open;0;0.0;$1.00;7/11/21, 8:48 PM;;$0.00;0.0;
52;A(14801.75|14803.75|14801|14802.5|14802.12|215);Buy to Open;0;0.0;$1.00;7/11/21, 8:50 PM;;$0.00;0.0;
53;A(14802|14804.75|14800.25|14801.5|14802.62|214);Buy to Open;0;0.0;$1.00;7/11/21, 8:54 PM;;$0.00;0.0;
54;A(14801.5|14805.25|14800.75|14803.75|14803.29|231);Buy to Open;0;0.0;$1.00;7/11/21, 8:57 PM;;$0.00;0.0;
55;A(14803.5|14806.75|14800.75|14806.25|14803.86|217);Buy to Open;0;0.0;$1.00;7/11/21, 9:04 PM;;$0.00;0.0;
56;A(14806.5|14808.5|14806|14806|14807.2|241);Buy to Open;0;0.0;$1.00;7/11/21, 9:08 PM;;$0.00;0.0;
57;A(14805.5|14807.75|14804.25|14807.25|14806.19|220);Buy to Open;0;0.0;$1.00;7/11/21, 9:11 PM;;$0.00;0.0;
