Strategy report
Symbol: /NQ:XCME
Work Time: 1/14/24, 5:00 PM - 1/19/24, 3:59 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;A(16959.5|16964|16951|16953.75|16958.6|207);Buy to Open;0;0.0;$1.00;1/14/24, 5:00 PM;;$0.00;0.0;
2;A(16954.25|16956.75|16946|16946|16951.79|227);Buy to Open;0;0.0;$1.00;1/14/24, 5:01 PM;;$0.00;0.0;
3;A(16946|16947.25|16940.25|16940.25|16943.69|215);Buy to Open;0;0.0;$1.00;1/14/24, 5:04 PM;;$0.00;0.0;
4;A(16940.25|16943.75|16939|16940|16940.52|237);Buy to Open;0;0.0;$1.00;1/14/24, 5:05 PM;;$0.00;0.0;
5;A(16940|16942.5|16939.5|16940.25|16940.84|219);Buy to Open;0;0.0;$1.00;1/14/24, 5:08 PM;;$0.00;0.0;
6;A(16940.25|16945.25|16938.75|16944.75|16941.37|230);Buy to Open;0;0.0;$1.00;1/14/24, 5:11 PM;;$0.00;0.0;
7;A(16944.75|16944.75|16941.5|16944.25|16943.27|206);Buy to Open;0;0.0;$1.00;1/14/24, 5:14 PM;;$0.00;0.0;
8;A(16944.25|16945|16941.25|16944|16943.22|215);Buy to Open;0;0.0;$1.00;1/14/24, 5:18 PM;;$0.00;0.0;
9;A(16944.75|16946.5|16942.75|16946.25|16944.65|222);Buy to Open;0;0.0;$1.00;1/14/24, 5:23 PM;;$0.00;0.0;
10;A(16946.75|16947.25|16944.5|16946.75|16945.95|215);Buy to Open;0;0.0;$1.00;1/14/24, 5:30 PM;;$0.00;0.0;
11;A(16946.75|16949.75|16945.75|16949.5|16947.94|211);Buy to Open;0;0.0;$1.00;1/14/24, 5:35 PM;;$0.00;0.0;
12;A(16949|16953.5|16948.25|16951.5|16951.09|225);Buy to Open;0;0.0;$1.00;1/14/24, 5:38 PM;;$0.00;0.0;
13;A(16951.5|16957.75|16950.5|16950.5|16954.59|214);Buy to Open;0;0.0;$1.00;1/14/24, 5:42 PM;;$0.00;0.0;
14;A(16950|16953|16947.5|16948.5|16950.23|230);Buy to Open;0;0.0;$1.00;1/14/24, 5:45 PM;;$0.00;0.0;
15;A(16947.75|16948|16943|16946.75|16945.11|210);Buy to Open;0;0.0;$1.00;1/14/24, 5:49 PM;;$0.00;0.0;
16;A(16946.5|16950|16944.75|16945.75|16947.63|204);Buy to Open;0;0.0;$1.00;1/14/24, 5:54 PM;;$0.00;0.0;
17;A(16945.5|16949|16942.5|16942.5|16945.74|221);Buy to Open;0;0.0;$1.00;1/14/24, 5:58 PM;;$0.00;0.0;
18;A(16942.5|16945.75|16941.5|16945.75|16943.06|204);Buy to Open;0;0.0;$1.00;1/14/24, 6:00 PM;;$0.00;0.0;
19;A(16945.75|16947.75|16943.75|16947.5|16945.58|219);Buy to Open;0;0.0;$1.00;1/14/24, 6:02 PM;;$0.00;0.0;
20;A(16947.5|16947.5|16942.75|16944.5|16944.65|220);Buy to Open;0;0.0;$1.00;1/14/24, 6:06 PM;;$0.00;0.0;
21;A(16944.5|16949.5|16943.25|16948.25|16946.54|209);Buy to Open;0;0.0;$1.00;1/14/24, 6:10 PM;;$0.00;0.0;
22;A(16948.75|16950.25|16944.25|16946.75|16947.01|204);Buy to Open;0;0.0;$1.00;1/14/24, 6:16 PM;;$0.00;0.0;
23;A(16946.75|16950.5|16946.5|16949.25|16949.26|218);Buy to Open;0;0.0;$1.00;1/14/24, 6:21 PM;;$0.00;0.0;
